meeting_hours,focus_blocks,tasks_completed,overdue_tasks,after_hours_activity,response_time_avg,calendar_fragmentation,consecutive_meeting_ratio,employee_id,week,archetype,productivity_score
11.86,7,7,0.167,0,2.25,0.253,0.21,29,1,balanced,97.78
18.96,7,11,0.054,1,2.22,0.533,0.154,29,2,balanced,99.04
19.47,9,9,0.163,3,2.38,0.246,0.1,29,3,balanced,97.03
13.37,5,10,0.131,1,3.22,0.528,0.174,29,4,balanced,94.95
11.42,7,11,0.147,2,1.82,0.567,0.372,29,5,balanced,96.38
20.77,2,8,0.076,2,1.95,0.476,0.36,29,6,balanced,74.89
17.65,4,8,0.195,2,2.96,0.358,0.088,29,7,balanced,91.25
15.61,3,10,0.18,0,3.18,0.494,0.251,29,8,balanced,84.05
20.27,8,9,0.166,1,2.27,0.423,0.101,29,9,balanced,100.0
17.41,7,12,0.142,1,2.12,0.329,0.345,29,10,balanced,96.79
18.83,6,8,0.19,2,4.94,0.312,0.22,29,11,balanced,89.38
22.53,3,2,0.312,3,3.4,0.674,0.602,30,0,meeting_heavy,61.58
25.01,4,4,0.266,5,2.82,0.611,0.54,30,1,meeting_heavy,62.86
22.63,1,4,0.457,3,4.88,0.851,0.518,30,2,meeting_heavy,49.31
20.88,3,2,0.31,1,6.65,0.923,0.67,30,3,meeting_heavy,57.37
30.78,1,6,0.425,5,5.08,0.576,0.705,30,4,meeting_heavy,50.3
25.81,1,9,0.286,1,6.17,0.868,0.828,30,5,meeting_heavy,54.68
25.09,3,3,0.266,0,7.67,0.774,0.635,30,6,meeting_heavy,51.58
28.54,3,2,0.566,4,4.16,0.547,0.681,30,7,meeting_heavy,45.49
23.19,2,6,0.472,0,8.85,0.692,0.374,30,8,meeting_heavy,61.33
20.72,1,3,0.384,2,5.01,0.625,0.602,30,9,meeting_heavy,59.01
15.37,1,3,0.329,4,9.17,0.638,0.799,30,10,meeting_heavy,55.04
22.23,2,8,0.296,0,8.98,0.667,0.564,30,11,meeting_heavy,62.9
8.79,13,17,0.059,2,5.66,0.155,0.059,31,0,deep_focus,100.0
9.1,9,9,0.018,0,3.89,0.358,0.031,31,1,deep_focus,100.0
11.01,13,12,0.07,1,4.29,0.192,0.122,31,2,deep_focus,100.0
1.09,9,13,0.132,0,3.4,0.359,0.058,31,3,deep_focus,100.0
6.2,10,14,0.0,0,3.09,0.194,0.121,31,4,deep_focus,100.0
7.48,11,14,0.105,1,5.65,0.237,0.167,31,5,deep_focus,100.0
9.47,13,16,0.073,0,2.07,0.223,0.107,31,6,deep_focus,100.0
6.3,12,16,0.004,0,2.79,0.169,0.079,31,7,deep_focus,100.0
5.31,8,12,0.0,3,5.63,0.17,0.101,31,8,deep_focus,100.0
6.18,12,14,0.091,1,1.99,0.167,0.107,31,9,deep_focus,100.0
6.42,8,13,0.052,0,2.92,0.097,0.149,31,10,deep_focus,100.0
2.84,11,13,0.0,0,3.9,0.119,0.074,31,11,deep_focus,100.0
26.46,1,6,0.211,1,7.24,0.854,0.46,32,0,meeting_heavy,70.36
33.79,0,5,0.315,2,7.19,0.597,0.43,32,1,meeting_heavy,54.76
24.77,1,7,0.47,3,6.68,0.778,0.616,32,2,meeting_heavy,59.85
23.03,0,0,0.46,3,6.01,0.79,0.517,32,3,meeting_heavy,52.26
20.43,3,1,0.087,1,8.29,0.577,0.482,32,4,meeting_heavy,70.72
31.19,0,1,0.384,5,4.75,0.588,0.643,32,5,meeting_heavy,50.83
31.02,2,5,0.324,7,5.2,0.689,0.781,32,6,meeting_heavy,48.13
15.41,2,3,0.327,4,4.18,0.756,0.564,32,7,meeting_heavy,64.94
21.31,2,8,0.408,0,5.92,0.755,0.694,32,8,meeting_heavy,60.97
28.25,2,7,0.306,3,7.65,0.693,0.521,32,9,meeting_heavy,64.37
20.98,2,0,0.194,6,4.55,0.77,0.451,32,10,meeting_heavy,66.05
23.94,0,6,0.468,2,8.0,0.94,0.675,32,11,meeting_heavy,49.22
14.09,6,9,0.071,0,5.05,0.4,0.313,33,0,balanced,95.97
11.07,8,7,0.095,1,3.11,0.382,0.282,33,1,balanced,97.71
18.55,4,9,0.192,2,1.63,0.435,0.092,33,2,balanced,95.06
18.94,4,8,0.166,0,2.37,0.46,0.199,33,3,balanced,87.72
15.78,6,10,0.1,1,2.88,0.446,0.21,33,4,balanced,98.95
12.47,5,8,0.053,1,3.21,0.478,0.216,33,5,balanced,91.52
17.33,6,8,0.129,1,3.01,0.191,0.263,33,6,balanced,87.11
20.92,4,10,0.139,2,1.74,0.473,0.297,33,7,balanced,81.5
15.25,8,11,0.051,2,2.94,0.407,0.256,33,8,balanced,97.14
16.93,5,7,0.096,1,4.23,0.46,0.182,33,9,balanced,92.11
22.99,8,9,0.152,2,4.22,0.506,0.32,33,10,balanced,88.14
12.91,6,11,0.107,2,4.45,0.308,0.183,33,11,balanced,99.71
32.79,0,2,0.554,6,9.82,0.868,0.613,34,0,at_risk,36.85
20.0,1,3,0.707,3,10.07,0.867,0.694,34,1,at_risk,48.67
27.47,2,2,0.627,5,7.01,0.996,0.584,34,2,at_risk,48.87
28.83,2,4,0.299,6,10.06,0.832,0.812,34,3,at_risk,49.77
21.73,1,4,0.572,6,9.64,0.909,0.753,34,4,at_risk,46.22
21.09,0,5,0.671,6,8.64,0.804,0.859,34,5,at_risk,32.86
37.71,2,3,0.518,11,9.97,0.874,0.775,34,6,at_risk,37.11
22.74,0,0,0.472,5,13.09,0.765,0.671,34,7,at_risk,46.3
27.2,0,0,0.688,6,9.95,0.923,0.678,34,8,at_risk,38.23
25.27,0,1,0.476,5,10.87,0.779,0.782,34,9,at_risk,43.41
31.02,0,3,0.52,7,14.71,0.855,0.686,34,10,at_risk,39.68
22.99,0,4,0.215,8,7.4,0.809,0.66,34,11,at_risk,53.44
10.78,7,15,0.016,1,2.1,0.057,0.081,35,0,deep_focus,100.0
7.23,6,12,0.061,0,4.27,0.146,0.159,35,1,deep_focus,100.0
4.96,11,15,0.042,0,5.55,0.086,0.051,35,2,deep_focus,100.0
8.04,9,11,0.038,0,2.94,0.278,0.031,35,3,deep_focus,100.0
13.65,11,12,0.044,0,3.21,0.239,0.165,35,4,deep_focus,100.0
4.31,8,9,0.074,0,3.71,0.164,0.061,35,5,deep_focus,100.0
7.76,8,11,0.063,2,4.21,0.28,0.03,35,6,deep_focus,100.0
7.38,6,11,0.098,1,4.36,0.077,0.09,35,7,deep_focus,100.0
9.08,5,11,0.047,1,0.71,0.187,0.107,35,8,deep_focus,100.0
11.24,10,11,0.0,0,5.5,0.311,0.136,35,9,deep_focus,100.0
9.67,7,13,0.117,0,6.42,0.174,0.166,35,10,deep_focus,100.0
4.37,7,9,0.059,2,2.73,0.08,0.095,35,11,deep_focus,100.0
20.0,1,4,0.398,9,6.89,0.838,0.825,36,0,at_risk,47.63
24.61,2,3,0.442,11,11.98,0.701,0.836,36,1,at_risk,40.24
27.73,2,1,0.303,11,13.49,0.843,0.835,36,2,at_risk,44.17
28.44,0,2,0.604,3,9.25,0.875,0.934,36,3,at_risk,37.4
25.72,1,0,0.612,9,11.77,0.843,0.783,36,4,at_risk,32.24
25.78,1,2,0.444,14,13.76,0.758,0.785,36,5,at_risk,40.63
32.8,1,3,0.359,8,13.35,0.971,0.725,36,6,at_risk,36.53
36.33,1,0,0.564,5,11.52,0.84,0.667,36,7,at_risk,34.84
32.0,1,0,0.633,6,10.01,0.916,0.868,36,8,at_risk,31.09
25.62,0,4,0.515,7,9.19,0.842,0.92,36,9,at_risk,37.41
43.09,0,0,0.436,6,7.85,0.801,0.908,36,10,at_risk,36.6
30.5,0,5,0.518,5,5.26,0.845,0.695,36,11,at_risk,43.62
3.23,7,13,0.019,0,6.4,0.264,0.143,37,0,deep_focus,100.0
2.6,3,11,0.088,1,3.67,0.198,0.066,37,1,deep_focus,100.0
9.38,5,14,0.087,0,5.05,0.425,0.095,37,2,deep_focus,100.0
8.44,9,15,0.058,0,4.31,0.317,0.122,37,3,deep_focus,100.0
10.65,10,14,0.012,1,2.51,0.149,0.109,37,4,deep_focus,100.0
7.7,11,15,0.022,0,3.78,0.164,0.106,37,5,deep_focus,100.0
4.9,8,13,0.075,0,6.52,0.047,0.166,37,6,deep_focus,100.0
8.19,9,17,0.035,0,6.13,0.191,0.111,37,7,deep_focus,100.0
10.67,10,12,0.045,1,1.75,0.138,0.168,37,8,deep_focus,100.0
10.6,9,13,0.104,0,4.35,0.292,0.061,37,9,deep_focus,100.0
11.15,12,12,0.04,0,3.32,0.117,0.07,37,10,deep_focus,100.0
8.55,9,14,0.006,0,6.7,0.141,0.183,37,11,deep_focus,100.0
7.25,9,13,0.053,0,4.38,0.239,0.167,38,0,deep_focus,100.0
8.98,11,6,0.029,0,3.95,0.024,0.166,38,1,deep_focus,100.0
7.57,9,17,0.0,1,5.72,0.192,0.052,38,2,deep_focus,100.0
5.8,7,13,0.11,0,3.27,0.237,0.091,38,3,deep_focus,100.0
3.95,8,16,0.011,1,3.85,0.111,0.035,38,4,deep_focus,100.0
13.64,10,8,0.156,1,3.62,0.176,0.137,38,5,deep_focus,100.0
10.21,9,15,0.0,0,1.53,0.248,0.066,38,6,deep_focus,100.0
2.49,9,13,0.003,0,4.11,0.154,0.087,38,7,deep_focus,100.0
7.95,10,14,0.037,1,3.49,0.069,0.155,38,8,deep_focus,100.0
12.7,13,10,0.037,3,3.94,0.22,0.024,38,9,deep_focus,100.0
10.38,11,12,0.034,0,2.72,0.047,0.096,38,10,deep_focus,100.0
12.89,11,17,0.028,0,2.92,0.063,0.102,38,11,deep_focus,100.0
30.05,2,3,0.458,3,6.42,0.641,0.623,39,0,meeting_heavy,55.04
27.47,3,3,0.261,4,5.43,0.826,0.571,39,1,meeting_heavy,61.75
25.75,2,0,0.238,4,5.74,0.698,0.464,39,2,meeting_heavy,62.39
16.64,1,2,0.253,2,6.73,0.959,0.449,39,3,meeting_heavy,66.32
31.58,1,4,0.304,3,9.02,0.811,0.651,39,4,meeting_heavy,52.32
20.31,1,6,0.197,0,6.25,0.652,0.521,39,5,meeting_heavy,71.0
20.57,1,5,0.219,0,4.74,0.823,0.58,39,6,meeting_heavy,60.38
23.23,0,4,0.388,2,8.01,0.637,0.713,39,7,meeting_heavy,52.57
24.94,1,3,0.472,0,4.47,0.854,0.54,39,8,meeting_heavy,58.43
32.0,1,5,0.235,4,6.4,0.797,0.535,39,9,meeting_heavy,60.96
19.36,0,3,0.444,3,9.9,0.853,0.535,39,10,meeting_heavy,51.19
25.01,0,2,0.294,0,6.09,0.725,0.433,39,11,meeting_heavy,62.34
23.22,2,5,0.309,3,8.07,0.795,0.786,40,0,meeting_heavy,50.43
32.37,0,4,0.318,2,4.39,0.79,0.419,40,1,meeting_heavy,58.06
25.07,1,4,0.358,5,4.06,0.742,0.689,40,2,meeting_heavy,53.49
27.3,3,3,0.288,4,5.7,0.862,0.637,40,3,meeting_heavy,59.58
23.18,1,5,0.21,5,6.64,0.734,0.676,40,4,meeting_heavy,60.05
29.71,3,4,0.263,1,5.86,0.858,0.554,40,5,meeting_heavy,62.41
27.2,1,2,0.428,2,3.22,0.854,0.525,40,6,meeting_heavy,53.15
25.04,2,0,0.316,5,8.53,0.651,0.692,40,7,meeting_heavy,51.53
21.21,1,4,0.45,3,5.75,0.847,0.52,40,8,meeting_heavy,64.43
26.68,2,3,0.199,3,2.84,0.729,0.718,40,9,meeting_heavy,53.77
23.34,2,3,0.223,3,5.02,0.701,0.612,40,10,meeting_heavy,57.82
22.69,1,2,0.449,5,2.58,0.825,0.74,40,11,meeting_heavy,48.42
19.85,4,7,0.171,1,3.11,0.439,0.276,41,0,balanced,86.69
21.44,7,11,0.151,1,3.76,0.261,0.334,41,1,balanced,94.08
11.99,4,11,0.118,0,3.42,0.342,0.32,41,2,balanced,92.73
15.79,4,8,0.092,2,4.68,0.319,0.336,41,3,balanced,82.32
6.1,4,7,0.025,1,2.79,0.438,0.305,41,4,balanced,91.95
17.11,5,7,0.183,0,2.06,0.382,0.177,41,5,balanced,86.15
14.44,6,8,0.091,2,3.5,0.608,0.344,41,6,balanced,88.81
15.66,7,9,0.087,1,3.95,0.45,0.18,41,7,balanced,97.97
15.95,6,9,0.107,2,1.96,0.595,0.104,41,8,balanced,94.72
13.95,7,9,0.117,1,2.77,0.539,0.317,41,9,balanced,88.29
15.69,5,9,0.06,1,2.46,0.466,0.164,41,10,balanced,92.56
18.36,6,11,0.086,2,1.77,0.545,0.251,41,11,balanced,87.33
21.27,1,3,0.305,5,5.49,0.684,0.603,42,0,meeting_heavy,57.21
23.04,1,3,0.333,4,6.27,0.873,0.599,42,1,meeting_heavy,64.31
31.18,1,5,0.486,0,5.61,0.689,0.614,42,2,meeting_heavy,53.74
27.73,1,6,0.318,4,6.46,0.923,0.452,42,3,meeting_heavy,58.02
24.01,1,2,0.262,5,3.49,0.752,0.573,42,4,meeting_heavy,58.2
28.02,2,1,0.577,2,6.02,0.915,0.541,42,5,meeting_heavy,46.55
30.85,2,2,0.214,3,7.28,0.618,0.569,42,6,meeting_heavy,56.29
31.0,1,2,0.545,0,5.88,0.604,0.731,42,7,meeting_heavy,46.04
25.33,4,2,0.525,2,5.53,1.0,0.584,42,8,meeting_heavy,56.63
20.07,1,4,0.337,7,7.11,0.643,0.612,42,9,meeting_heavy,56.75
21.31,1,8,0.281,4,5.35,0.634,0.62,42,10,meeting_heavy,61.64
27.72,0,1,0.446,1,6.41,0.624,0.673,42,11,meeting_heavy,52.27
19.29,7,10,0.106,0,4.47,0.33,0.167,43,0,balanced,100.0
15.4,4,7,0.091,1,3.24,0.495,0.292,43,1,balanced,89.37
14.03,7,12,0.128,1,2.01,0.255,0.303,43,2,balanced,93.96
17.89,5,12,0.091,2,2.96,0.339,0.297,43,3,balanced,86.1
16.94,6,9,0.263,2,3.72,0.411,0.331,43,4,balanced,80.11
16.61,5,9,0.0,1,2.51,0.559,0.252,43,5,balanced,95.2
11.33,3,10,0.137,2,2.21,0.403,0.141,43,6,balanced,90.71
18.14,6,10,0.145,3,2.71,0.414,0.163,43,7,balanced,95.47
12.59,8,9,0.106,1,2.47,0.429,0.13,43,8,balanced,99.55
17.51,7,7,0.16,2,3.38,0.301,0.27,43,9,balanced,92.07
10.95,8,11,0.121,0,3.65,0.402,0.064,43,10,balanced,100.0
17.3,8,7,0.0,1,3.29,0.231,0.172,43,11,balanced,98.6
3.9,8,18,0.021,0,2.67,0.158,0.005,44,0,deep_focus,100.0
6.79,8,20,0.123,0,0.93,0.192,0.119,44,1,deep_focus,100.0
4.61,12,13,0.076,0,3.91,0.173,0.066,44,2,deep_focus,100.0
10.08,9,12,0.067,0,5.3,0.125,0.158,44,3,deep_focus,100.0
6.59,10,13,0.0,1,5.51,0.303,0.081,44,4,deep_focus,100.0
8.49,11,11,0.031,0,1.83,0.22,0.18,44,5,deep_focus,100.0
6.52,9,15,0.044,2,2.78,0.177,0.115,44,6,deep_focus,100.0
9.23,6,21,0.041,1,4.93,0.149,0.103,44,7,deep_focus,100.0
6.38,8,14,0.008,0,1.95,0.143,0.0,44,8,deep_focus,100.0
6.54,9,14,0.1,3,5.71,0.164,0.075,44,9,deep_focus,100.0
8.92,8,13,0.073,1,2.88,0.167,0.122,44,10,deep_focus,100.0
6.81,10,14,0.066,0,3.06,0.166,0.125,44,11,deep_focus,100.0
25.13,2,5,0.268,0,4.86,0.738,0.494,45,0,meeting_heavy,64.61
21.58,0,5,0.41,2,3.96,0.647,0.563,45,1,meeting_heavy,64.07
29.43,1,1,0.377,1,4.96,0.883,0.683,45,2,meeting_heavy,51.94
23.09,2,6,0.312,5,8.59,0.916,0.631,45,3,meeting_heavy,54.54
30.18,2,2,0.305,3,3.42,0.736,0.71,45,4,meeting_heavy,53.71
19.3,3,3,0.404,3,8.46,0.848,0.46,45,5,meeting_heavy,58.27
26.94,2,2,0.525,5,4.52,0.617,0.561,45,6,meeting_heavy,55.81
27.22,3,5,0.447,3,3.22,0.73,0.706,45,7,meeting_heavy,58.83
25.8,1,1,0.338,3,4.69,0.726,0.506,45,8,meeting_heavy,62.45
28.89,3,7,0.342,0,1.83,0.603,0.463,45,9,meeting_heavy,72.71
30.75,2,0,0.23,4,6.57,0.735,0.656,45,10,meeting_heavy,52.61
31.1,2,4,0.589,0,7.37,0.739,0.657,45,11,meeting_heavy,52.71
10.72,5,14,0.022,1,3.74,0.091,0.051,46,0,deep_focus,100.0
6.85,11,13,0.099,0,3.51,0.205,0.114,46,1,deep_focus,100.0
6.36,10,14,0.052,1,5.0,0.195,0.076,46,2,deep_focus,100.0
6.97,8,6,0.0,0,5.57,0.201,0.037,46,3,deep_focus,100.0
10.46,10,13,0.059,1,3.3,0.202,0.087,46,4,deep_focus,100.0
4.08,13,11,0.089,0,4.2,0.321,0.074,46,5,deep_focus,100.0
6.15,7,8,0.067,1,3.67,0.223,0.084,46,6,deep_focus,100.0
10.35,5,16,0.034,0,3.34,0.048,0.038,46,7,deep_focus,100.0
8.66,9,14,0.022,0,3.34,0.07,0.061,46,8,deep_focus,100.0
12.26,10,18,0.053,2,7.08,0.061,0.111,46,9,deep_focus,100.0
7.84,9,14,0.021,0,5.81,0.215,0.131,46,10,deep_focus,100.0
7.62,6,12,0.046,0,2.75,0.225,0.106,46,11,deep_focus,100.0
22.07,3,5,0.375,3,6.8,0.77,0.497,47,0,meeting_heavy,61.01
23.04,2,3,0.604,2,3.19,0.737,0.652,47,1,meeting_heavy,55.59
30.51,0,5,0.212,2,5.48,0.743,0.669,47,2,meeting_heavy,54.25
21.72,1,4,0.36,3,7.69,0.789,0.645,47,3,meeting_heavy,51.11
18.77,2,5,0.281,1,4.85,0.804,0.703,47,4,meeting_heavy,55.94
25.19,2,3,0.329,4,6.65,0.978,0.515,47,5,meeting_heavy,56.31
26.01,1,3,0.364,8,5.63,0.637,0.627,47,6,meeting_heavy,50.74
16.52,2,5,0.447,1,5.7,0.673,0.487,47,7,meeting_heavy,68.15
23.69,1,2,0.405,6,3.4,0.565,0.588,47,8,meeting_heavy,51.78
25.5,1,3,0.387,5,2.09,0.713,0.621,47,9,meeting_heavy,58.03
24.79,1,3,0.406,1,2.31,0.707,0.703,47,10,meeting_heavy,50.78
21.96,2,3,0.299,3,7.54,0.988,0.683,47,11,meeting_heavy,50.76
9.7,10,14,0.08,0,2.84,0.265,0.058,48,0,deep_focus,100.0
9.96,4,12,0.063,0,0.5,0.306,0.108,48,1,deep_focus,100.0
8.86,10,19,0.021,2,4.6,0.13,0.211,48,2,deep_focus,100.0
9.85,8,11,0.057,2,3.54,0.198,0.173,48,3,deep_focus,100.0
7.61,10,13,0.062,1,3.4,0.265,0.073,48,4,deep_focus,100.0
4.45,7,11,0.034,1,1.41,0.042,0.063,48,5,deep_focus,100.0
9.67,7,17,0.024,1,3.46,0.13,0.07,48,6,deep_focus,100.0
10.56,10,15,0.0,3,4.56,0.241,0.081,48,7,deep_focus,100.0
10.25,10,7,0.077,0,4.42,0.309,0.141,48,8,deep_focus,100.0
12.79,7,15,0.0,0,6.09,0.169,0.007,48,9,deep_focus,100.0
14.6,10,11,0.061,1,2.77,0.186,0.025,48,10,deep_focus,100.0
7.93,7,19,0.0,0,3.02,0.186,0.169,48,11,deep_focus,100.0
25.31,2,1,0.458,3,6.4,0.749,0.548,49,0,meeting_heavy,55.88
26.82,0,2,0.325,3,8.39,0.673,0.55,49,1,meeting_heavy,53.69
21.35,1,5,0.245,3,2.6,0.694,0.567,49,2,meeting_heavy,68.28
31.15,0,0,0.353,4,6.75,0.767,0.716,49,3,meeting_heavy,47.06
24.63,0,2,0.169,2,5.91,0.761,0.606,49,4,meeting_heavy,55.99
20.91,0,6,0.32,2,9.18,0.626,0.487,49,5,meeting_heavy,58.22
20.48,2,5,0.607,0,7.22,0.694,0.541,49,6,meeting_heavy,60.83
20.7,3,5,0.352,5,2.97,0.617,0.382,49,7,meeting_heavy,71.3
22.53,2,4,0.209,4,6.48,0.823,0.411,49,8,meeting_heavy,68.61
23.87,1,5,0.359,1,6.01,0.597,0.715,49,9,meeting_heavy,61.99
26.42,1,2,0.274,4,4.58,0.814,0.562,49,10,meeting_heavy,57.91
15.96,0,4,0.231,4,5.82,0.732,0.666,49,11,meeting_heavy,58.99
3.21,6,16,0.067,1,0.5,0.158,0.065,50,0,deep_focus,100.0
4.72,6,14,0.081,1,3.79,0.36,0.157,50,1,deep_focus,100.0
7.21,11,17,0.0,2,3.77,0.131,0.001,50,2,deep_focus,100.0
7.18,12,16,0.027,1,5.24,0.207,0.071,50,3,deep_focus,100.0
6.79,9,13,0.0,0,4.93,0.03,0.159,50,4,deep_focus,100.0
11.15,10,15,0.045,0,5.45,0.313,0.04,50,5,deep_focus,100.0
3.63,7,14,0.098,0,6.37,0.167,0.126,50,6,deep_focus,100.0
10.59,9,14,0.062,0,1.36,0.102,0.095,50,7,deep_focus,100.0
4.86,12,16,0.04,1,3.37,0.209,0.122,50,8,deep_focus,100.0
6.06,11,15,0.0,0,2.83,0.15,0.143,50,9,deep_focus,100.0
6.67,8,15,0.041,0,4.5,0.329,0.123,50,10,deep_focus,100.0
11.33,8,13,0.055,1,2.62,0.252,0.019,50,11,deep_focus,100.0
18.28,5,6,0.242,1,2.51,0.533,0.172,51,0,balanced,87.21
15.87,7,9,0.033,1,4.05,0.397,0.312,51,1,balanced,96.54
11.81,4,11,0.122,2,4.09,0.469,0.272,51,2,balanced,91.66
12.0,4,9,0.098,0,1.04,0.333,0.265,51,3,balanced,90.76
10.99,9,12,0.219,1,4.17,0.328,0.198,51,4,balanced,100.0
9.15,9,8,0.105,0,3.38,0.512,0.111,51,5,balanced,100.0
15.67,6,10,0.109,1,2.79,0.497,0.284,51,6,balanced,90.88
13.12,5,11,0.122,2,4.77,0.504,0.257,51,7,balanced,91.77
8.36,5,9,0.143,1,2.68,0.222,0.175,51,8,balanced,98.44
19.86,5,10,0.177,0,3.37,0.326,0.319,51,9,balanced,96.28
16.05,4,11,0.245,0,2.66,0.423,0.313,51,10,balanced,88.58
7.66,8,11,0.015,0,4.57,0.545,0.325,51,11,balanced,98.1
9.36,5,6,0.104,2,2.61,0.424,0.27,52,0,balanced,96.38
13.55,7,6,0.121,2,2.55,0.327,0.308,52,1,balanced,86.65
16.98,6,5,0.191,3,4.28,0.046,0.286,52,2,balanced,87.06
11.43,6,9,0.151,1,1.88,0.342,0.191,52,3,balanced,94.77
7.11,5,12,0.088,0,1.82,0.403,0.344,52,4,balanced,95.74
21.58,6,8,0.097,2,2.69,0.384,0.248,52,5,balanced,91.19
13.08,1,11,0.261,0,3.37,0.485,0.352,52,6,balanced,82.32
10.6,6,10,0.099,1,3.14,0.436,0.276,52,7,balanced,96.11
15.12,5,11,0.082,1,1.38,0.363,0.295,52,8,balanced,95.32
11.26,1,7,0.054,1,3.33,0.394,0.219,52,9,balanced,88.13
15.29,6,9,0.198,3,1.75,0.452,0.497,52,10,balanced,85.84
16.07,5,10,0.165,0,2.97,0.173,0.233,52,11,balanced,89.59
12.33,7,9,0.089,2,3.03,0.452,0.171,53,0,balanced,89.86
11.0,5,11,0.115,1,1.38,0.589,0.237,53,1,balanced,95.85
15.42,6,7,0.147,1,3.03,0.47,0.151,53,2,balanced,92.3
13.86,10,9,0.155,1,4.94,0.225,0.258,53,3,balanced,100.0
5.11,6,10,0.103,1,6.1,0.374,0.291,53,4,balanced,99.25
13.64,5,9,0.229,2,3.14,0.17,0.221,53,5,balanced,93.58
22.65,8,12,0.133,0,0.56,0.468,0.185,53,6,balanced,96.33
13.03,5,10,0.136,0,4.2,0.34,0.116,53,7,balanced,99.8
14.74,6,12,0.106,1,1.9,0.482,0.265,53,8,balanced,93.51
9.93,8,7,0.085,1,1.8,0.251,0.08,53,9,balanced,100.0
16.07,11,8,0.065,0,3.24,0.353,0.299,53,10,balanced,98.26
9.3,2,5,0.089,1,2.37,0.524,0.348,53,11,balanced,84.23
3.7,8,14,0.02,0,4.5,0.128,0.032,54,0,deep_focus,100.0
12.17,12,16,0.0,1,2.48,0.068,0.078,54,1,deep_focus,100.0
11.22,6,12,0.044,0,5.07,0.182,0.03,54,2,deep_focus,100.0
4.76,8,17,0.113,2,3.2,0.0,0.116,54,3,deep_focus,100.0
14.24,5,11,0.043,0,0.5,0.192,0.061,54,4,deep_focus,100.0
13.42,9,13,0.054,0,2.44,0.287,0.11,54,5,deep_focus,100.0
7.29,10,19,0.057,0,3.83,0.249,0.15,54,6,deep_focus,100.0
3.41,7,12,0.084,1,2.98,0.187,0.073,54,7,deep_focus,100.0
16.95,7,17,0.104,2,7.13,0.257,0.083,54,8,deep_focus,100.0
7.1,8,17,0.05,1,5.01,0.112,0.014,54,9,deep_focus,100.0
3.86,9,12,0.078,0,4.39,0.209,0.187,54,10,deep_focus,100.0
7.28,7,9,0.041,4,5.34,0.248,0.14,54,11,deep_focus,99.14
14.83,7,10,0.161,0,3.45,0.336,0.382,55,0,balanced,91.55
17.35,6,8,0.217,3,3.39,0.559,0.204,55,1,balanced,83.43
12.69,6,9,0.152,1,2.0,0.452,0.319,55,2,balanced,92.92
17.82,3,10,0.05,0,2.37,0.306,0.206,55,3,balanced,93.57
16.03,5,6,0.188,0,2.94,0.445,0.266,55,4,balanced,89.0
19.24,4,14,0.132,1,3.96,0.425,0.282,55,5,balanced,88.87
21.93,5,10,0.184,0,1.03,0.341,0.119,55,6,balanced,94.8
14.73,4,7,0.124,2,1.31,0.482,0.315,55,7,balanced,81.42
20.3,10,9,0.127,1,3.0,0.553,0.142,55,8,balanced,100.0
15.17,8,9,0.171,1,4.5,0.407,0.332,55,9,balanced,93.14
24.12,6,11,0.098,3,3.18,0.373,0.183,55,10,balanced,97.41
20.03,5,11,0.029,1,3.45,0.571,0.188,55,11,balanced,92.64
11.5,8,13,0.052,0,4.34,0.326,0.035,56,0,deep_focus,100.0
5.26,8,13,0.081,1,4.45,0.232,0.112,56,1,deep_focus,100.0
9.99,12,21,0.078,1,4.94,0.112,0.109,56,2,deep_focus,100.0
6.32,7,12,0.0,0,4.53,0.13,0.153,56,3,deep_focus,100.0
5.59,7,15,0.0,0,2.73,0.271,0.123,56,4,deep_focus,100.0
4.1,7,16,0.101,0,5.24,0.134,0.087,56,5,deep_focus,100.0
9.91,6,16,0.003,0,4.04,0.202,0.0,56,6,deep_focus,100.0
9.34,8,17,0.138,0,1.85,0.303,0.143,56,7,deep_focus,100.0
5.92,7,12,0.063,0,3.34,0.251,0.026,56,8,deep_focus,100.0
5.2,9,8,0.086,0,1.34,0.171,0.186,56,9,deep_focus,100.0
8.21,6,12,0.14,0,2.6,0.322,0.11,56,10,deep_focus,100.0
10.43,8,17,0.044,2,4.58,0.117,0.099,56,11,deep_focus,100.0
27.18,1,5,0.079,2,3.14,0.702,0.57,57,0,meeting_heavy,67.08
22.46,0,8,0.537,0,9.16,0.71,0.613,57,1,meeting_heavy,61.29
23.43,2,4,0.302,0,4.21,0.586,0.601,57,2,meeting_heavy,61.56
19.68,3,6,0.347,2,9.76,0.802,0.567,57,3,meeting_heavy,61.04
20.08,2,2,0.379,2,5.63,0.501,0.578,57,4,meeting_heavy,63.56
27.61,2,2,0.386,2,4.12,0.883,0.693,57,5,meeting_heavy,52.59
23.58,2,5,0.181,5,4.86,0.714,0.864,57,6,meeting_heavy,55.54
25.43,0,6,0.215,0,5.34,0.892,0.677,57,7,meeting_heavy,54.09
24.99,1,4,0.357,4,7.93,0.799,0.564,57,8,meeting_heavy,61.99
27.78,0,3,0.358,4,5.63,0.629,0.606,57,9,meeting_heavy,54.67
25.83,2,6,0.291,1,3.92,0.82,0.745,57,10,meeting_heavy,52.8
23.26,3,5,0.394,0,7.36,0.657,0.487,57,11,meeting_heavy,67.77
